timestamp,hour,lat,lon,current_speed,free_flow_speed,congestion,speed_ratio
2026-05-05T07:48:31.563Z,2026-05-05 08:00,39.957516,-75.169815,26,26,0.0000,1.0000
2026-05-05T07:48:31.612Z,2026-05-05 08:00,39.9581,-75.16982,26,26,0.0000,1.0000
2026-05-05T07:48:31.660Z,2026-05-05 08:00,39.958496,-75.16923,86,86,0.0000,1.0000
2026-05-05T07:48:31.705Z,2026-05-05 08:00,39.958256,-75.16719,86,86,0.0000,1.0000
2026-05-05T07:48:31.762Z,2026-05-05 08:00,39.95844,-75.16562,43,43,0.0000,1.0000
2026-05-05T07:48:31.805Z,2026-05-05 08:00,39.959587,-75.16528,43,43,0.0000,1.0000
2026-05-05T07:48:31.854Z,2026-05-05 08:00,39.959675,-75.16481,43,43,0.0000,1.0000
2026-05-05T07:48:31.911Z,2026-05-05 08:00,39.95904,-75.16474,43,43,0.0000,1.0000
2026-05-05T07:48:31.961Z,2026-05-05 08:00,39.958614,-75.16507,43,43,0.0000,1.0000
2026-05-05T07:48:32.013Z,2026-05-05 08:00,39.958424,-75.16572,43,43,0.0000,1.0000
2026-05-05T07:48:32.067Z,2026-05-05 08:00,39.959328,-75.17336,86,86,0.0000,1.0000
2026-05-05T07:48:32.116Z,2026-05-05 08:00,39.960377,-75.1811,63,63,0.0000,1.0000
2026-05-05T07:48:32.164Z,2026-05-05 08:00,39.961575,-75.18247,63,63,0.0000,1.0000
2026-05-05T07:48:32.211Z,2026-05-05 08:00,39.964455,-75.18479,85,85,0.0000,1.0000
2026-05-05T07:48:32.254Z,2026-05-05 08:00,39.96684,-75.18766,93,93,0.0000,1.0000
2026-05-05T07:48:32.306Z,2026-05-05 08:00,39.968235,-75.19061,93,93,0.0000,1.0000
2026-05-05T07:48:32.359Z,2026-05-05 08:00,39.969933,-75.19253,93,93,0.0000,1.0000
2026-05-05T07:48:32.427Z,2026-05-05 08:00,39.97332,-75.19378,93,93,0.0000,1.0000
2026-05-05T07:48:32.481Z,2026-05-05 08:00,39.975964,-75.194984,93,93,0.0000,1.0000
2026-05-05T07:48:32.548Z,2026-05-05 08:00,39.976757,-75.19671,93,93,0.0000,1.0000
2026-05-05T07:48:32.600Z,2026-05-05 08:00,39.977425,-75.2001,93,93,0.0000,1.0000
2026-05-05T07:48:32.672Z,2026-05-05 08:00,39.979027,-75.20335,93,93,0.0000,1.0000
2026-05-05T07:48:32.714Z,2026-05-05 08:00,39.982246,-75.20756,93,93,0.0000,1.0000
2026-05-05T07:48:32.758Z,2026-05-05 08:00,39.984573,-75.208206,93,93,0.0000,1.0000
2026-05-05T07:48:32.808Z,2026-05-05 08:00,39.9878,-75.207375,93,93,0.0000,1.0000
2026-05-05T07:48:32.864Z,2026-05-05 08:00,39.990223,-75.20519,93,93,0.0000,1.0000
2026-05-05T07:48:32.918Z,2026-05-05 08:00,39.99199,-75.20195,93,93,0.0000,1.0000
2026-05-05T07:48:32.963Z,2026-05-05 08:00,39.994762,-75.19817,93,93,0.0000,1.0000
2026-05-05T07:48:33.025Z,2026-05-05 08:00,39.998882,-75.19542,93,93,0.0000,1.0000
2026-05-05T07:48:33.076Z,2026-05-05 08:00,40.002052,-75.19451,93,93,0.0000,1.0000
2026-05-05T07:48:33.132Z,2026-05-05 08:00,40.004,-75.19465,91,91,0.0000,1.0000
2026-05-05T07:48:33.187Z,2026-05-05 08:00,40.005604,-75.195915,91,91,0.0000,1.0000
2026-05-05T07:48:33.244Z,2026-05-05 08:00,40.00722,-75.19955,91,91,0.0000,1.0000
2026-05-05T07:48:33.284Z,2026-05-05 08:00,40.00956,-75.20553,91,91,0.0000,1.0000
2026-05-05T07:48:33.347Z,2026-05-05 08:00,40.01259,-75.21089,91,91,0.0000,1.0000
2026-05-05T07:48:33.396Z,2026-05-05 08:00,40.01652,-75.21622,95,95,0.0000,1.0000
2026-05-05T07:48:33.453Z,2026-05-05 08:00,40.01971,-75.218704,95,95,0.0000,1.0000
2026-05-05T07:48:33.506Z,2026-05-05 08:00,40.022667,-75.22323,95,95,0.0000,1.0000
2026-05-05T07:48:33.556Z,2026-05-05 08:00,40.025078,-75.2282,95,95,0.0000,1.0000
2026-05-05T07:48:33.610Z,2026-05-05 08:00,40.027164,-75.23209,100,100,0.0000,1.0000
2026-05-05T07:48:33.673Z,2026-05-05 08:00,40.031322,-75.23829,100,100,0.0000,1.0000
2026-05-05T07:48:33.740Z,2026-05-05 08:00,40.03519,-75.24284,100,100,0.0000,1.0000
2026-05-05T07:48:33.814Z,2026-05-05 08:00,40.03771,-75.247765,100,100,0.0000,1.0000
2026-05-05T07:48:33.867Z,2026-05-05 08:00,40.0408,-75.251076,100,100,0.0000,1.0000
2026-05-05T07:48:33.920Z,2026-05-05 08:00,40.0424,-75.25305,100,100,0.0000,1.0000
2026-05-05T07:48:33.966Z,2026-05-05 08:00,40.045166,-75.25749,100,100,0.0000,1.0000
2026-05-05T07:48:34.016Z,2026-05-05 08:00,40.050354,-75.262924,100,100,0.0000,1.0000
2026-05-05T07:48:34.069Z,2026-05-05 08:00,40.05828,-75.27097,100,100,0.0000,1.0000
2026-05-05T07:48:34.130Z,2026-05-05 08:00,40.06501,-75.27713,100,100,0.0000,1.0000
2026-05-05T07:48:34.192Z,2026-05-05 08:00,40.06987,-75.28023,103,103,0.0000,1.0000
2026-05-05T07:48:34.242Z,2026-05-05 08:00,40.071503,-75.2834,100,100,0.0000,1.0000
2026-05-05T07:48:34.307Z,2026-05-05 08:00,40.071693,-75.28642,100,100,0.0000,1.0000
2026-05-05T07:48:34.364Z,2026-05-05 08:00,40.069298,-75.295425,100,100,0.0000,1.0000
