timestamp,hour,lat,lon,current_speed,free_flow_speed,congestion,speed_ratio
2026-05-06T16:46:27.741Z,2026-05-06 17:00,39.957516,-75.169815,16,25,0.3600,0.6400
2026-05-06T16:46:27.788Z,2026-05-06 17:00,39.9581,-75.16982,16,25,0.3600,0.6400
2026-05-06T16:46:27.841Z,2026-05-06 17:00,39.958496,-75.16923,57,85,0.3294,0.6706
2026-05-06T16:46:27.900Z,2026-05-06 17:00,39.958256,-75.16719,57,85,0.3294,0.6706
2026-05-06T16:46:27.962Z,2026-05-06 17:00,39.95844,-75.16562,19,43,0.5581,0.4419
2026-05-06T16:46:28.035Z,2026-05-06 17:00,39.959587,-75.16528,19,43,0.5581,0.4419
2026-05-06T16:46:28.128Z,2026-05-06 17:00,39.959675,-75.16481,19,43,0.5581,0.4419
2026-05-06T16:46:28.177Z,2026-05-06 17:00,39.95904,-75.16474,19,43,0.5581,0.4419
2026-05-06T16:46:28.231Z,2026-05-06 17:00,39.958614,-75.16507,19,43,0.5581,0.4419
2026-05-06T16:46:28.284Z,2026-05-06 17:00,39.958424,-75.16572,19,43,0.5581,0.4419
2026-05-06T16:46:28.337Z,2026-05-06 17:00,39.959328,-75.17336,26,85,0.6941,0.3059
2026-05-06T16:46:28.387Z,2026-05-06 17:00,39.960377,-75.1811,35,63,0.4444,0.5556
2026-05-06T16:46:28.436Z,2026-05-06 17:00,39.961575,-75.18247,35,63,0.4444,0.5556
2026-05-06T16:46:28.490Z,2026-05-06 17:00,39.964455,-75.18479,85,85,0.0000,1.0000
2026-05-06T16:46:28.551Z,2026-05-06 17:00,39.96684,-75.18766,93,93,0.0000,1.0000
2026-05-06T16:46:28.603Z,2026-05-06 17:00,39.968235,-75.19061,93,93,0.0000,1.0000
2026-05-06T16:46:28.657Z,2026-05-06 17:00,39.969933,-75.19253,93,93,0.0000,1.0000
2026-05-06T16:46:28.704Z,2026-05-06 17:00,39.97332,-75.19378,93,93,0.0000,1.0000
2026-05-06T16:46:28.752Z,2026-05-06 17:00,39.975964,-75.194984,93,93,0.0000,1.0000
2026-05-06T16:46:28.806Z,2026-05-06 17:00,39.976757,-75.19671,93,93,0.0000,1.0000
2026-05-06T16:46:28.861Z,2026-05-06 17:00,39.977425,-75.2001,93,93,0.0000,1.0000
2026-05-06T16:46:28.910Z,2026-05-06 17:00,39.979027,-75.20335,93,93,0.0000,1.0000
2026-05-06T16:46:28.970Z,2026-05-06 17:00,39.982246,-75.20756,93,93,0.0000,1.0000
2026-05-06T16:46:29.024Z,2026-05-06 17:00,39.984573,-75.208206,93,93,0.0000,1.0000
2026-05-06T16:46:29.076Z,2026-05-06 17:00,39.9878,-75.207375,93,93,0.0000,1.0000
2026-05-06T16:46:29.122Z,2026-05-06 17:00,39.990223,-75.20519,93,93,0.0000,1.0000
2026-05-06T16:46:29.168Z,2026-05-06 17:00,39.99199,-75.20195,93,93,0.0000,1.0000
2026-05-06T16:46:29.245Z,2026-05-06 17:00,39.994762,-75.19817,93,93,0.0000,1.0000
2026-05-06T16:46:29.323Z,2026-05-06 17:00,39.998882,-75.19542,93,93,0.0000,1.0000
2026-05-06T16:46:29.368Z,2026-05-06 17:00,40.002052,-75.19451,93,93,0.0000,1.0000
2026-05-06T16:46:29.415Z,2026-05-06 17:00,40.004,-75.19465,58,89,0.3483,0.6517
2026-05-06T16:46:29.470Z,2026-05-06 17:00,40.005604,-75.195915,58,89,0.3483,0.6517
2026-05-06T16:46:29.517Z,2026-05-06 17:00,40.00722,-75.19955,58,89,0.3483,0.6517
2026-05-06T16:46:29.571Z,2026-05-06 17:00,40.00956,-75.20553,58,89,0.3483,0.6517
2026-05-06T16:46:29.616Z,2026-05-06 17:00,40.01259,-75.21089,58,89,0.3483,0.6517
2026-05-06T16:46:29.680Z,2026-05-06 17:00,40.01652,-75.21622,40,95,0.5789,0.4211
2026-05-06T16:46:29.730Z,2026-05-06 17:00,40.01971,-75.218704,40,95,0.5789,0.4211
2026-05-06T16:46:29.782Z,2026-05-06 17:00,40.022667,-75.22323,40,95,0.5789,0.4211
2026-05-06T16:46:29.831Z,2026-05-06 17:00,40.025078,-75.2282,40,95,0.5789,0.4211
2026-05-06T16:46:29.883Z,2026-05-06 17:00,40.027164,-75.23209,75,99,0.2424,0.7576
2026-05-06T16:46:29.934Z,2026-05-06 17:00,40.031322,-75.23829,75,99,0.2424,0.7576
2026-05-06T16:46:29.987Z,2026-05-06 17:00,40.03519,-75.24284,75,99,0.2424,0.7576
2026-05-06T16:46:30.049Z,2026-05-06 17:00,40.03771,-75.247765,75,99,0.2424,0.7576
2026-05-06T16:46:30.102Z,2026-05-06 17:00,40.0408,-75.251076,75,99,0.2424,0.7576
2026-05-06T16:46:30.158Z,2026-05-06 17:00,40.0424,-75.25305,75,99,0.2424,0.7576
2026-05-06T16:46:30.208Z,2026-05-06 17:00,40.045166,-75.25749,75,99,0.2424,0.7576
2026-05-06T16:46:30.256Z,2026-05-06 17:00,40.050354,-75.262924,75,99,0.2424,0.7576
2026-05-06T16:46:30.305Z,2026-05-06 17:00,40.05828,-75.27097,75,99,0.2424,0.7576
2026-05-06T16:46:30.351Z,2026-05-06 17:00,40.06501,-75.27713,75,99,0.2424,0.7576
2026-05-06T16:46:30.404Z,2026-05-06 17:00,40.06987,-75.28023,47,102,0.5392,0.4608
2026-05-06T16:46:30.478Z,2026-05-06 17:00,40.071503,-75.2834,75,99,0.2424,0.7576
