timestamp,hour,lat,lon,current_speed,free_flow_speed,congestion,speed_ratio
2026-05-07T13:46:27.730Z,2026-05-07 14:00,39.957516,-75.169815,16,26,0.3846,0.6154
2026-05-07T13:46:27.776Z,2026-05-07 14:00,39.9581,-75.16982,16,26,0.3846,0.6154
2026-05-07T13:46:27.835Z,2026-05-07 14:00,39.958496,-75.16923,86,86,0.0000,1.0000
2026-05-07T13:46:27.885Z,2026-05-07 14:00,39.958256,-75.16719,86,86,0.0000,1.0000
2026-05-07T13:46:27.931Z,2026-05-07 14:00,39.95844,-75.16562,43,43,0.0000,1.0000
2026-05-07T13:46:27.979Z,2026-05-07 14:00,39.959587,-75.16528,43,43,0.0000,1.0000
2026-05-07T13:46:28.021Z,2026-05-07 14:00,39.959675,-75.16481,43,43,0.0000,1.0000
2026-05-07T13:46:28.081Z,2026-05-07 14:00,39.95904,-75.16474,43,43,0.0000,1.0000
2026-05-07T13:46:28.124Z,2026-05-07 14:00,39.958614,-75.16507,43,43,0.0000,1.0000
2026-05-07T13:46:28.169Z,2026-05-07 14:00,39.958424,-75.16572,43,43,0.0000,1.0000
2026-05-07T13:46:28.214Z,2026-05-07 14:00,39.959328,-75.17336,55,85,0.3529,0.6471
2026-05-07T13:46:28.276Z,2026-05-07 14:00,39.960377,-75.1811,20,64,0.6875,0.3125
2026-05-07T13:46:28.332Z,2026-05-07 14:00,39.961575,-75.18247,20,64,0.6875,0.3125
2026-05-07T13:46:28.379Z,2026-05-07 14:00,39.964455,-75.18479,85,85,0.0000,1.0000
2026-05-07T13:46:28.445Z,2026-05-07 14:00,39.96684,-75.18766,93,93,0.0000,1.0000
2026-05-07T13:46:28.492Z,2026-05-07 14:00,39.968235,-75.19061,93,93,0.0000,1.0000
2026-05-07T13:46:28.552Z,2026-05-07 14:00,39.969933,-75.19253,93,93,0.0000,1.0000
2026-05-07T13:46:28.602Z,2026-05-07 14:00,39.97332,-75.19378,93,93,0.0000,1.0000
2026-05-07T13:46:28.660Z,2026-05-07 14:00,39.975964,-75.194984,93,93,0.0000,1.0000
2026-05-07T13:46:28.728Z,2026-05-07 14:00,39.976757,-75.19671,93,93,0.0000,1.0000
2026-05-07T13:46:28.778Z,2026-05-07 14:00,39.977425,-75.2001,93,93,0.0000,1.0000
2026-05-07T13:46:28.828Z,2026-05-07 14:00,39.979027,-75.20335,93,93,0.0000,1.0000
2026-05-07T13:46:28.883Z,2026-05-07 14:00,39.982246,-75.20756,93,93,0.0000,1.0000
2026-05-07T13:46:28.928Z,2026-05-07 14:00,39.984573,-75.208206,93,93,0.0000,1.0000
2026-05-07T13:46:28.983Z,2026-05-07 14:00,39.9878,-75.207375,93,93,0.0000,1.0000
2026-05-07T13:46:29.035Z,2026-05-07 14:00,39.990223,-75.20519,93,93,0.0000,1.0000
2026-05-07T13:46:29.092Z,2026-05-07 14:00,39.99199,-75.20195,93,93,0.0000,1.0000
2026-05-07T13:46:29.132Z,2026-05-07 14:00,39.994762,-75.19817,93,93,0.0000,1.0000
2026-05-07T13:46:29.228Z,2026-05-07 14:00,39.998882,-75.19542,93,93,0.0000,1.0000
2026-05-07T13:46:29.279Z,2026-05-07 14:00,40.002052,-75.19451,93,93,0.0000,1.0000
2026-05-07T13:46:29.335Z,2026-05-07 14:00,40.004,-75.19465,65,90,0.2778,0.7222
2026-05-07T13:46:29.382Z,2026-05-07 14:00,40.005604,-75.195915,65,90,0.2778,0.7222
2026-05-07T13:46:29.441Z,2026-05-07 14:00,40.00722,-75.19955,65,90,0.2778,0.7222
2026-05-07T13:46:29.500Z,2026-05-07 14:00,40.00956,-75.20553,65,90,0.2778,0.7222
2026-05-07T13:46:29.547Z,2026-05-07 14:00,40.01259,-75.21089,65,90,0.2778,0.7222
2026-05-07T13:46:29.601Z,2026-05-07 14:00,40.01652,-75.21622,42,95,0.5579,0.4421
2026-05-07T13:46:29.645Z,2026-05-07 14:00,40.01971,-75.218704,42,95,0.5579,0.4421
2026-05-07T13:46:29.689Z,2026-05-07 14:00,40.022667,-75.22323,42,95,0.5579,0.4421
2026-05-07T13:46:29.732Z,2026-05-07 14:00,40.025078,-75.2282,42,95,0.5579,0.4421
2026-05-07T13:46:29.781Z,2026-05-07 14:00,40.027164,-75.23209,57,99,0.4242,0.5758
2026-05-07T13:46:29.829Z,2026-05-07 14:00,40.031322,-75.23829,57,99,0.4242,0.5758
2026-05-07T13:46:29.869Z,2026-05-07 14:00,40.03519,-75.24284,57,99,0.4242,0.5758
2026-05-07T13:46:29.921Z,2026-05-07 14:00,40.03771,-75.247765,57,99,0.4242,0.5758
2026-05-07T13:46:30.000Z,2026-05-07 14:00,40.0408,-75.251076,57,99,0.4242,0.5758
2026-05-07T13:46:30.063Z,2026-05-07 14:00,40.0424,-75.25305,57,99,0.4242,0.5758
2026-05-07T13:46:30.111Z,2026-05-07 14:00,40.045166,-75.25749,57,99,0.4242,0.5758
2026-05-07T13:46:30.162Z,2026-05-07 14:00,40.050354,-75.262924,57,99,0.4242,0.5758
2026-05-07T13:46:30.206Z,2026-05-07 14:00,40.05828,-75.27097,57,99,0.4242,0.5758
2026-05-07T13:46:30.256Z,2026-05-07 14:00,40.06501,-75.27713,57,99,0.4242,0.5758
2026-05-07T13:46:30.300Z,2026-05-07 14:00,40.06987,-75.28023,54,102,0.4706,0.5294
2026-05-07T13:46:30.348Z,2026-05-07 14:00,40.071503,-75.2834,57,99,0.4242,0.5758
2026-05-07T13:46:30.393Z,2026-05-07 14:00,40.071693,-75.28642,57,99,0.4242,0.5758
2026-05-07T13:46:30.438Z,2026-05-07 14:00,40.069298,-75.295425,57,99,0.4242,0.5758
2026-05-07T13:46:30.483Z,2026-05-07 14:00,40.067005,-75.30992,54,54,0.0000,1.0000
2026-05-07T13:46:30.529Z,2026-05-07 14:00,40.065388,-75.31908,61,96,0.3646,0.6354
2026-05-07T13:46:30.581Z,2026-05-07 14:00,40.063923,-75.32654,37,90,0.5889,0.4111
2026-05-07T13:46:30.626Z,2026-05-07 14:00,40.06483,-75.33058,77,97,0.2062,0.7938
2026-05-07T13:46:30.682Z,2026-05-07 14:00,40.067486,-75.33785,77,97,0.2062,0.7938
2026-05-07T13:46:30.726Z,2026-05-07 14:00,40.069004,-75.34221,77,97,0.2062,0.7938
2026-05-07T13:46:30.780Z,2026-05-07 14:00,40.073887,-75.34878,77,97,0.2062,0.7938
2026-05-07T13:46:30.842Z,2026-05-07 14:00,40.07553,-75.356964,77,97,0.2062,0.7938
2026-05-07T13:46:30.904Z,2026-05-07 14:00,40.07882,-75.37634,103,103,0.0000,1.0000
2026-05-07T13:46:30.954Z,2026-05-07 14:00,40.08223,-75.3903,86,86,0.0000,1.0000
2026-05-07T13:46:30.998Z,2026-05-07 14:00,40.083145,-75.39137,54,54,0.0000,1.0000
2026-05-07T13:46:31.047Z,2026-05-07 14:00,40.084606,-75.38975,43,51,0.1569,0.8431
2026-05-07T13:46:31.096Z,2026-05-07 14:00,40.085686,-75.38766,43,51,0.1569,0.8431
2026-05-07T13:46:31.155Z,2026-05-07 14:00,40.086685,-75.38557,43,51,0.1569,0.8431
2026-05-07T13:46:31.207Z,2026-05-07 14:00,40.087917,-75.38524,45,56,0.1964,0.8036
